"Gene_Name","logFC","PValue","FDR"
"HIF1A",-0.885671178571004,1.56268122737135e-06,5.54281258157814e-06
"UBOX5",0.55562282170013,1.56616716928644e-06,5.5532490047012e-06
"HNRNPK",0.78006608931906,1.56653460152304e-06,5.5532490047012e-06
"CLCN7",-0.439454014405356,1.56714185513624e-06,5.55378673138545e-06
"SUCLG2",0.757328935094202,1.57412738831158e-06,5.57692153179498e-06
"C1orf35",-0.400425060325154,1.58571500155516e-06,5.61634270306768e-06
"PRDX2",0.570758918167453,1.58763233606423e-06,5.62150038017981e-06
"SYP",-0.698494110918761,1.58834876068329e-06,5.62240410612367e-06
"SNRNP35",0.470206466251417,1.59086966889405e-06,5.62969292699198e-06
"EIF3H",0.575819420746673,1.5969776198703e-06,5.64966748805537e-06
"OSGEPL1",-0.41716213642365,1.60195702878882e-06,5.6656391464939e-06
"ANXA3",0.36805561307792,1.61413157991368e-06,5.70704120960779e-06
"SAMD1",0.460728156654843,1.61507926841285e-06,5.70873626013947e-06
"ANO8",0.30285782949437,1.62095326062328e-06,5.72783802906039e-06
"FAM219B",-0.509015317271972,1.62595822581376e-06,5.74385880350494e-06
"TSR1",-1.14763355710286,1.62690665907514e-06,5.74554434553447e-06
"XAB2",-0.657245919239515,1.63266476810768e-06,5.76420972719395e-06
"CSRNP2",-1.06534787511057,1.63339111372368e-06,5.76510453601776e-06
"ABRACL",0.772391750905344,1.63853599609845e-06,5.78158967537949e-06
"ZNF224",-4.01032158596122,1.63968936463948e-06,5.7839852558796e-06
"RIPOR1",-0.544646845608725,1.64376392353396e-06,5.79668093485755e-06
"TRIM26",0.533516295810506,1.64586262524829e-06,5.80240348883802e-06
"DTNBP1",0.448854033142702,1.66058859680132e-06,5.85262665036277e-06
"CYB5R4",0.649509841821391,1.66133714756073e-06,5.85282718056914e-06
"ORC5",-0.568795602727156,1.66160568222047e-06,5.85282718056914e-06
"DENND4A",-1.0134900722693,1.6767867668278e-06,5.90280777297622e-06
"CCDC102A",0.407102503163986,1.67687855464215e-06,5.90280777297622e-06
"WDR3",-0.67425738253359,1.67724765200473e-06,5.90280777297622e-06
"RECK",0.36633236556613,1.68328114126074e-06,5.92081693069993e-06
"RANBP3",-0.440447525972825,1.68333618914002e-06,5.92081693069993e-06
"SLC35G1",-0.393568404615503,1.68658922080589e-06,5.93054779084069e-06
"ZNF695",0.329288367920666,1.68859896790945e-06,5.93590254261365e-06
"FBXL4",-0.483664235591813,1.69224934193802e-06,5.94701981192458e-06
"CENPV",-1.12118835764585,1.70013005213782e-06,5.97299292957123e-06
"EPHB3",-0.375422053950654,1.71065489123823e-06,6.0082379081202e-06
"PIH1D2",0.432740896162187,1.72309022300909e-06,6.05017076863588e-06
"GPD2",0.444425040178759,1.72720434015676e-06,6.06287017300634e-06
"ANKS3",0.382555461972958,1.7322330249374e-06,6.07877167732063e-06
"CCDC157",-0.622721711119155,1.73592856102444e-06,6.08998707552489e-06
"TMEM183A",-0.94831396046759,1.7372099220544e-06,6.09272904481163e-06
"KTI12",-0.490780383644738,1.73859945629583e-06,6.09584871202255e-06
"PPP1R12C",-0.518783874527715,1.74459919630521e-06,6.11512616508247e-06
"C21orf91",1.6865282653879,1.74658497452486e-06,6.12032694004959e-06
"PCOLCE2",-0.468325568479624,1.74745835893453e-06,6.12162783154336e-06
"ARIH2",0.49233917179221,1.75195227105798e-06,6.13560762323121e-06
"ARPC2",0.399925069001212,1.75293489824316e-06,6.13693889193505e-06
"RPL19",0.300720435258967,1.75369212719552e-06,6.13693889193505e-06
"TMEM238",-0.48124162598884,1.75384259695691e-06,6.13693889193505e-06
"NR2F1",0.457212077740892,1.77557581323765e-06,6.2112036554319e-06
"AGPS",-0.451044264736788,1.77954183108135e-06,6.22329158425494e-06
"PEX19",-0.324874890591964,1.78387171040936e-06,6.23664468643549e-06
"GLI1",-4.49659643391733,1.78670598303138e-06,6.2447627979173e-06
"HSPA9",0.415532717797785,1.78966405329121e-06,6.25330882019865e-06
"MTMR11",2.88389072448381,1.80200582042737e-06,6.29462835439257e-06
"BATF2",-0.333086418961677,1.80559175600885e-06,6.30534777929073e-06
"ZFYVE28",-0.319556896916322,1.80676509910926e-06,6.30661461425545e-06
"DCXR",0.599595105783694,1.80698915983876e-06,6.30661461425545e-06
"BBS4",1.10279745167655,1.8078552274629e-06,6.30783144762457e-06
"MYO7A",-0.540611594032806,1.81020145093412e-06,6.31421055460309e-06
"CRACR2B",0.53109732305472,1.81694941831979e-06,6.3359354573045e-06
"SLC9A4",-0.332717090292575,1.8219840205663e-06,6.35167491985239e-06
"EIF2AK4",-0.882137907236716,1.83204570730449e-06,6.38492544818439e-06
"HSF2",-0.713098296285131,1.84163936940778e-06,6.41652630821672e-06
"ZMYM5",0.585093527857022,1.85244651684311e-06,6.45233585338124e-06
"EVL",0.601048370074574,1.85332790992492e-06,6.45240497759943e-06
"EMX1",-0.780524253153786,1.85352491440843e-06,6.45240497759943e-06
"GBF1",0.443259456306255,1.86018048606448e-06,6.47372546549019e-06
"MIER2",0.673767569652539,1.86635036163487e-06,6.49334396652131e-06
"EIF4A3",0.398138036018672,1.86731537754175e-06,6.49484786522438e-06
"PRKCD",-0.662332000870081,1.86906035925049e-06,6.49901491146898e-06
"HACD1",0.374941420314934,1.86957963206642e-06,6.49901491146898e-06
"TMEM255B",2.39260128442087,1.87337034650851e-06,6.51033577374152e-06
"SUMO3",-2.0135380701048,1.87890781394935e-06,6.52771876883914e-06
"CTGF",-0.426002744110235,1.88276570475052e-06,6.53925832097253e-06
"SPR",0.391020548991919,1.886917251575e-06,6.55181094102842e-06
"CTF1",-0.788576666018738,1.8896470742459e-06,6.5594212648439e-06
"UGGT2",-4.71942895817739,1.89096715322134e-06,6.5621350882213e-06
"CCNDBP1",-0.580802804585549,1.89819386723845e-06,6.58533905392829e-06
"UBE2L6",0.669901155441306,1.90511134537775e-06,6.60745730056903e-06
"LIN9",0.605188160851016,1.90777000490865e-06,6.61479639642813e-06
"SMIM27",0.341626424480647,1.92179177693898e-06,6.6615193496341e-06
"SNX6",0.593808580231146,1.92320391334497e-06,6.66451930289611e-06
"ZNF440",-0.376252197862945,1.92569814556573e-06,6.67126629513833e-06
"ZNF217",-0.335451232610032,1.9296328349458e-06,6.68299826443872e-06
"GABRE",-0.47769312586517,1.93912180193444e-06,6.71395452637966e-06
"FAM83F",1.52319453720157,1.94264962638999e-06,6.72425939674059e-06
"CDK3",0.547387163571895,1.94883531831916e-06,6.74375570980098e-06
"CKMT1B",1.73361477366835,1.95219071263284e-06,6.7534497666592e-06
"UBL7",-1.70678329465063,1.96048370786774e-06,6.78021471847251e-06
"NRP1",-0.516005803884456,1.96198461575506e-06,6.78348112611173e-06
"NOTCH1",-0.538927829382894,1.98128081670311e-06,6.84825473105404e-06
"SQOR",-1.03756202064601,1.98776213482361e-06,6.86870980318441e-06
"TGFB1",0.273781327421121,1.98962868729436e-06,6.87321148393468e-06
"LOC112268238",-0.366017015746577,1.99575489972336e-06,6.8924215247953e-06
"CLDN9",0.450655677704875,1.99871194151425e-06,6.90067892353449e-06
"FAM173A",-0.876183563093679,2.00530554944148e-06,6.91997280279445e-06
"FLCN",0.608254059745749,2.00543547799793e-06,6.91997280279445e-06
"MRPL37",0.364611764684192,2.00846757694078e-06,6.92847431536081e-06
"ACAP3",-0.542363855559079,2.01402777287138e-06,6.9456895556082e-06
"LOC102724378",0.776724720061442,2.01687795289505e-06,6.95355178838901e-06
"SLC15A1",0.919213180130166,2.02500277203884e-06,6.97958970707534e-06
"NREP",-0.491009461005245,2.02695302418419e-06,6.98369067566799e-06
"OXCT1",-0.652943164255873,2.02733830704528e-06,6.98369067566799e-06
"UBE2Q1",-0.361327708702099,2.03054357701156e-06,6.99275614331861e-06
"DARS",2.82324619511232,2.03591641286287e-06,7.00927901417995e-06
"ADAMTS14",-0.308619280994974,2.04610917280946e-06,7.04238196660646e-06
"ARHGEF18",-0.333683346275865,2.05012146966422e-06,7.05420006680116e-06
"TSPAN7",-0.671973320135238,2.05405040650516e-06,7.06572474765927e-06
"NRG2",-0.369865138843179,2.06471612476326e-06,7.10041023328318e-06
"ATP6V1F",0.343085365906683,2.06711953030783e-06,7.10667066948188e-06
"8-Sep",0.423175194018713,2.06775217112722e-06,7.10684147680064e-06
"DPYSL3",-0.38954806835758,2.07435341546514e-06,7.12587626616125e-06
"B3GNT2",0.255151848898826,2.07445942651188e-06,7.12587626616125e-06
"GSDME",0.689899416422299,2.07621142702112e-06,7.12988549487732e-06
"DMWD",-1.5302993733127,2.08393446400938e-06,7.15439173493053e-06
"FAM104A",0.768343863862657,2.08625040612132e-06,7.16032621087416e-06
"FBXO11",-2.26300280556665,2.1092616608989e-06,7.23726679088617e-06
"PTGR2",-0.988910220838359,2.11118985968586e-06,7.24176743419583e-06
"NT5E",0.351826373843512,2.11176140009566e-06,7.24176743419583e-06
"ALYREF",-0.583491800518446,2.12008717315743e-06,7.26649024682477e-06
"EPCAM",0.373970314804231,2.12016289130963e-06,7.26649024682477e-06
"NUDT13",-0.505210821601395,2.12116403579203e-06,7.26787823505919e-06
"PCSK6",-0.292168703458425,2.13076772594469e-06,7.29873260662876e-06
"CEP104",1.53592609396748,2.13428041978216e-06,7.30871140381019e-06
"ETFBKMT",0.504685216619534,2.13784573207071e-06,7.31886473453355e-06
"ZBTB2",0.381935978075615,2.14197191714052e-06,7.32933860770035e-06
"RNF144B",-0.617281500381338,2.14210757601807e-06,7.32933860770035e-06
"PI4KA",0.385290270952685,2.14358637750884e-06,7.33234049613081e-06
"DTWD1",0.563933576395044,2.1548846528155e-06,7.368919720189e-06
"MXRA7",0.439076147338004,2.16142455710475e-06,7.38921109805498e-06
"ZNF623",-0.391248049417494,2.16466302011721e-06,7.39820770346198e-06
"MFAP2",-0.402560198428835,2.16819827404909e-06,7.40821332929721e-06
"TIMP1",0.42041034399341,2.17062778857918e-06,7.41443636048437e-06
"SGMS2",0.657875821756918,2.18167322427516e-06,7.45007794877828e-06
"KLHL11",0.252877135357759,2.18285816106469e-06,7.45170690589871e-06
"SMKR1",0.608085154939352,2.18337273955132e-06,7.45170690589871e-06
"ASB13",-0.656242255716644,2.19185691654374e-06,7.47856917704582e-06
"ABCG4",-0.704146778465558,2.19875544449044e-06,7.49837933901016e-06
"PRKCZ",0.656696229184562,2.19889312910847e-06,7.49837933901016e-06
"WDR34",0.333435235812559,2.21752043144432e-06,7.55978511737633e-06
"LOC102724250",1.8561729193932,2.23306289276128e-06,7.61064292022721e-06
"GPR3",0.555465909096418,2.23418037092699e-06,7.61232333761066e-06
"TMEM102",-0.473563536026583,2.23684362111086e-06,7.61926811538489e-06
"ZP3",0.325112722026214,2.23928169255422e-06,7.62544221059456e-06
"MYOF",-0.640317192445738,2.24186023953192e-06,7.63209108632605e-06
"RAB2B",-0.39186569197292,2.24442812235838e-06,7.63869995524036e-06
"HERC2",0.492303865976841,2.24850978806411e-06,7.65045571484497e-06
"SNX2",-0.387050986470548,2.2491924097357e-06,7.65064304327229e-06
"LOC100996720",-0.875067792867865,2.26212940116807e-06,7.69250196084798e-06
"PUS7L",-1.39506066576312,2.26347718100181e-06,7.69493873775601e-06
"RTBDN",-0.447413560869759,2.26465259655976e-06,7.69678834810707e-06
"PLEKHA4",0.396710677589538,2.26982585399142e-06,7.71222045317986e-06
"TTC9",0.509021337429062,2.27179810223795e-06,7.71592024932251e-06
"ERCC8",0.428499987836875,2.27218060003837e-06,7.71592024932251e-06
"RBPJ",-0.840875947447733,2.28303103152182e-06,7.75060743672584e-06
"IRS1",-0.459238111017554,2.28543346768919e-06,7.75660339771686e-06
"NSUN3",-0.437565302913001,2.30062505328986e-06,7.80598943074219e-06
"MTCH1",0.651278202671723,2.30353463907765e-06,7.81368691847402e-06
"LSM2",0.344346507235215,2.31388167747815e-06,7.84660126012133e-06
"ASAP2",-0.471948333073071,2.32052120317495e-06,7.86692825025189e-06
"C1orf21",-0.607223640176326,2.32189392202239e-06,7.86939360672088e-06
"SPECC1L",-0.740632129115693,2.33098246479821e-06,7.89800089726374e-06
"JAZF1",0.411458534593829,2.33882347550075e-06,7.92236648786598e-06
"TMEM107",0.412328446801176,2.34173291704505e-06,7.93001833102672e-06
"ATP23",0.534490110528027,2.3515699608391e-06,7.96111896489571e-06
"RBM41",-0.529104498972567,2.35502754285565e-06,7.9706109869387e-06
"RPS6KA3",-0.433582996179481,2.35617585444262e-06,7.97228416361642e-06
"ABCE1",-0.550751695406363,2.37428363245301e-06,8.03132401865555e-06
"PRXL2B",0.379419941022029,2.37692891303617e-06,8.03804171395947e-06
"MRPL54",-0.771830211847308,2.37944487275359e-06,8.0443184813475e-06
"KPNA6",0.894268902998041,2.38619608433707e-06,8.06490614476108e-06
"USH1C",0.513835281201016,2.39922735015692e-06,8.10670194727356e-06
"KLF9",-0.374995676522385,2.41971511681086e-06,8.17366223026911e-06
"AXIN2",0.410878059600925,2.43915007407289e-06,8.23703007008937e-06
"SLC25A13",-0.353552413253864,2.44179216457582e-06,8.24366886689111e-06
"NOL11",-0.517934714189598,2.4443713332935e-06,8.25009161799034e-06
"MTRNR2L9",0.509963350991396,2.47501869524327e-06,8.35121863097446e-06
"TIAL1",-1.02272423635797,2.48836261529865e-06,8.39392048785442e-06
"MAFA",0.513377122686385,2.5177663699093e-06,8.49075790195417e-06
"INPP4A",0.489824932480267,2.52173168347682e-06,8.50177847158903e-06
"CASP8AP2",0.584781063976072,2.5327277581287e-06,8.53622246288036e-06
"EXOC6B",0.353918768591387,2.53334860722674e-06,8.53622246288036e-06
"TET2",0.643442223026154,2.53473382813501e-06,8.53853000795631e-06
"ARNT2",0.370223794917813,2.53796226823581e-06,8.54704364974109e-06
"RAD51",-0.483144889398196,2.53917442689705e-06,8.54876427459318e-06
"LIMA1",2.72618003119784,2.54852544930659e-06,8.57787789964017e-06
"NUP155",-0.394570494029481,2.5558567637748e-06,8.60017935610779e-06
"DTX2",-0.530751313279527,2.56822816246977e-06,8.639423159125e-06
"UBE2C",0.348043107088808,2.58521782315812e-06,8.69417668472292e-06
"MOB1B",1.39597306108916,2.60008771189868e-06,8.74177310969576e-06
"ITPRIPL1",0.383969248835071,2.60382198352504e-06,8.75191447509066e-06
"WWP1",0.328547960381263,2.60492899905726e-06,8.75322200317173e-06
"POLDIP3",-1.10687234058662,2.60929895788269e-06,8.76549010624079e-06
"BIRC6",0.292983843286861,2.63357880426644e-06,8.84461686027883e-06
"RASA3",0.89810681812594,2.63704974160364e-06,8.85333000985711e-06
"PUF60",1.49129314358385,2.63762567433361e-06,8.85333000985711e-06
"PAIP2B",-0.369572689929966,2.6389111834049e-06,8.85520678141732e-06
"LOXL3",0.387016990315847,2.6629004356266e-06,8.93324689342978e-06
"GTF2IRD2B",1.04669530510199,2.67820622226018e-06,8.98212161088688e-06
"C11orf54",1.08873381573691,2.67920587019667e-06,8.98300296027711e-06
"PTAFR",-0.756487709511654,2.69320507446305e-06,9.02605018784508e-06
"KCTD9",0.398512693648846,2.69352559948982e-06,9.02605018784508e-06
"ZNF888",-0.482379225765644,2.69819957387635e-06,9.03922808604743e-06
"HYAL2",-0.529753600015651,2.70911623494976e-06,9.07330659897596e-06
"SLC4A8",2.28005899922954,2.71236031800965e-06,9.0816766374226e-06
"ZBTB18",-0.349064021748094,2.7279323785104e-06,9.13130796991221e-06
"SLC31A1",-0.538760019674938,2.73034165181114e-06,9.136863869676e-06
"FAM204A",0.426039914724799,2.73487739358965e-06,9.14953081922376e-06
"PTPRM",0.387664929304876,2.76335798093642e-06,9.24227630880546e-06
"VWA8",-0.613150622418469,2.76792435134025e-06,9.25500980998054e-06
"NDUFB1",0.445150130871414,2.77087135942197e-06,9.26232320886022e-06
"TAF11",0.543750736946782,2.77283855643418e-06,9.2663582350573e-06
"LSM5",-0.265875762389831,2.78850239549401e-06,9.31615037091461e-06
"MUM1L1",0.528160201609624,2.80253088910455e-06,9.36045316960918e-06
"RGS9",0.450200184497303,2.80925595739002e-06,9.38034494016481e-06
"EIF4G1",-0.333775153402671,2.81143885422119e-06,9.38506327267538e-06
"LOC107984974",0.788316063432434,2.82472536858137e-06,9.42683464778963e-06
"MNAT1",-0.274943184697471,2.82700733360712e-06,9.43127684011239e-06
"CLDND1",0.451456460752458,2.82760371180468e-06,9.43127684011239e-06
"NSA2",0.254095955904327,2.83761436315478e-06,9.46207787232491e-06
"ARHGAP10",3.41310449993014,2.8401244966311e-06,9.46785828231603e-06
"LPIN2",-0.331305005810147,2.84449673904963e-06,9.47841986500631e-06
"ABHD6",0.800589306456642,2.84484769797868e-06,9.47841986500631e-06
"CISH",-0.634123707672207,2.86871233286438e-06,9.55532023222668e-06
"SRGAP1",2.21169695616194,2.86999561403553e-06,9.55698348284817e-06
"PDCL3",0.288172753399539,2.87363383468207e-06,9.56648554850058e-06
"KPNB1",0.372789103604713,2.88025045089292e-06,9.58589496228107e-06
"ASXL2",4.08252546814753,2.90047177621265e-06,9.65055988641061e-06
"HS3ST1",-0.400099730993543,2.90706837484393e-06,9.66889725621605e-06
"SELENOH",0.33980967590112,2.90756930040916e-06,9.66889725621605e-06
"TMEM221",0.648819571038489,2.91239063646741e-06,9.68228913258091e-06
"EPOP",0.733747506184915,2.91702966642881e-06,9.69262060531949e-06
"GNB1",0.394195638760446,2.91708842596319e-06,9.69262060531949e-06
"GRID1",0.349584509955213,2.92605214757581e-06,9.71975524008086e-06
"GALE",-0.444744566237581,2.96607633429227e-06,9.85002358794799e-06
"KCNK5",-0.374202395470684,2.96965680090651e-06,9.859228229807e-06
"ERBIN",0.31489255840334,2.98478039204467e-06,9.90674047356837e-06
"RIMBP3B",0.571643624293939,2.99363094328095e-06,9.93341176634132e-06
"ABHD10",0.46048960976755,2.99791008364618e-06,9.94490389924643e-06
"TBC1D23",0.399977610833216,3.0011102128023e-06,9.95281137221785e-06
"MRPS36",0.722677595928338,3.00290399870777e-06,9.95605184885679e-06
"TMEM267",-1.09085838406561,3.0045737801401e-06,9.95887954151384e-06
"ORMDL3",0.520358745766445,3.01108183940429e-06,9.97773816367973e-06
"MDH2",-0.64474028503041,3.01855908384023e-06,9.99979722584138e-06
"KNTC1",-0.343384253807449,3.02813077269093e-06,1.00287808339786e-05
"SPAG7",0.418813613985621,3.03248076501298e-06,1.00404598061578e-05
"SDC1",-0.523796207460691,3.03986091517367e-06,1.00606208800365e-05
"SEL1L3",0.584076305605152,3.04022043491547e-06,1.00606208800365e-05
"WIPI1",-0.907996473283683,3.04205501299603e-06,1.00639600172143e-05
"SP4",0.50770276460443,3.04497493281518e-06,1.00708869793678e-05
"SH3RF2",-1.25713118770835,3.05142635503654e-06,1.00894870339708e-05
"WDR18",-0.609864408342381,3.07614668521297e-06,1.01684664423621e-05
"TRAF3",-0.323470887746051,3.07897341860692e-06,1.01746924889794e-05
"ZNF236",-0.947753841948121,3.07969939170978e-06,1.01746924889794e-05
"MCF2L2",0.411431820904568,3.09311073403859e-06,1.02137722998922e-05
"PSIP1",-0.419025284557563,3.09320378403758e-06,1.02137722998922e-05
"UBE2E2",-0.476691251040486,3.10841701429552e-06,1.0261227138174e-05
"FBXW5",-0.498908206088266,3.1183398747759e-06,1.02911969175401e-05
"CRYM",0.710397228099769,3.1292804596277e-06,1.03245082769476e-05
"LYN",0.26383851174427,3.15036042554475e-06,1.03912456568766e-05
"ARHGDIB",-0.421602054909085,3.15305178697542e-06,1.03973098011949e-05
"NOP14",-0.54753620040667,3.17304697492381e-06,1.0460415270767e-05
"XPC",-0.706191874211273,3.17836214863105e-06,1.04751048807681e-05
"TMBIM4",0.495261939979206,3.17939797574616e-06,1.04756866817085e-05
"TMEM51",0.519654866370802,3.18499883356551e-06,1.04913052634415e-05
"SERINC2",-0.652156472674896,3.18881186698013e-06,1.05010279498527e-05
"PRPF3",-0.53685051601886,3.19797114363399e-06,1.05283462630413e-05
"VARS",-0.766850387753235,3.20179469221135e-06,1.05363471643801e-05
"BLVRA",-0.367029195124055,3.20212995193407e-06,1.05363471643801e-05
"AFDN",0.456812599809381,3.20904122837007e-06,1.05553324969089e-05
"METRNL",2.49242740743237,3.20963149586098e-06,1.05553324969089e-05
"DNAAF3",-1.86289391497358,3.21433689408247e-06,1.05667703569726e-05
"SH3YL1",0.348917695572757,3.21484301976962e-06,1.05667703569726e-05
"ANKRD37",0.525313435484608,3.22176853378007e-06,1.0586679297928e-05
"E2F8",0.365440024260411,3.22999832115659e-06,1.06108621754837e-05
"CDADC1",0.461471573035519,3.23805576815147e-06,1.06344660208875e-05
"DOK7",-0.76367417407194,3.24891465167332e-06,1.06672551894827e-05
"MAPK15",-0.821025734134438,3.2515210061689e-06,1.0672938229996e-05
"LSM14B",0.279256514445814,3.26701649871502e-06,1.07209147068196e-05
"ZBED3",0.588366413676376,3.29789829979251e-06,1.0819342888259e-05
"ABCC2",0.371003536100547,3.29912753132143e-06,1.08204637434328e-05
"SH2D3C",0.740475575332643,3.301125674973e-06,1.082410519193e-05
"OGT",-0.449504949946031,3.30518754816522e-06,1.08345096530471e-05
"PTPRE",0.281843826386782,3.30649890718789e-06,1.08358946713784e-05
"XPA",-0.456215394637402,3.32101572421951e-06,1.08805435888095e-05
"SNRNP70",0.428747028618297,3.32273623948008e-06,1.08832556409193e-05
"RAVER1",1.01648669091915,3.34251202816793e-06,1.09450884059617e-05
"NBPF8",0.591894577832073,3.35161866609152e-06,1.09719611058866e-05
"SPRY4",-0.473905205156557,3.35760927582815e-06,1.09858372903299e-05
"ASTE1",0.327816067323927,3.35852114498321e-06,1.09858372903299e-05
"XRCC1",0.36670505799242,3.35856087122137e-06,1.09858372903299e-05
"CYB5R1",-0.358969614028021,3.36028270305115e-06,1.09885210388671e-05
"DCAF10",-0.295326238813905,3.38306372513999e-06,1.10600509179892e-05
"SLC44A5",-0.427664317520901,3.41694210424985e-06,1.11673547206792e-05
"SLC25A11",0.402028689505139,3.41771802664703e-06,1.11673547206792e-05
"FMR1",-0.259740815800474,3.42397080455835e-06,1.11847878023502e-05
"CCDC82",0.274752188549047,3.43262229776145e-06,1.12100451197455e-05
"KCNJ12",-2.4388479422243,3.43425123459577e-06,1.12123612214668e-05
"LPCAT3",-1.74962155309451,3.43988303445702e-06,1.12275375519029e-05
"FBXO4",0.319863842410494,3.44074155474607e-06,1.12275375519029e-05
"ZCCHC24",-0.617991669994022,3.44520849596092e-06,1.1239105371758e-05
"NBPF26",-0.328390657732543,3.46230926994972e-06,1.12918706019147e-05
"CCDC88C",0.621293591896374,3.46978894275845e-06,1.13132380318717e-05
"DDRGK1",0.448536195799269,3.4721874423124e-06,1.13180313126285e-05
"MED16",0.639018012797693,3.48636109857494e-06,1.13611943738912e-05
"FLVCR2",-0.717664448496584,3.49536818986135e-06,1.1387502298931e-05
"ENC1",0.468307357930237,3.51140875539096e-06,1.14348446419578e-05
"SCAMP4",0.746438360741604,3.51177576404643e-06,1.14348446419578e-05
"MAN2A2",0.740943338858792,3.53118824428808e-06,1.14949842152513e-05
"GSTCD",-1.12463006667352,3.54751623361861e-06,1.15450534981432e-05
"BZW1",-0.374176023891132,3.54938091781986e-06,1.15480391697736e-05
"ZNF468",0.75011309680692,3.55717257717348e-06,1.15703017311424e-05
"MCMBP",-0.577860629968698,3.57471906534418e-06,1.1624273173009e-05
"TSEN54",0.754601857659393,3.58257011053605e-06,1.16466965913453e-05
"CASTOR3",1.24183062000482,3.59079005439099e-06,1.16703069989551e-05
"LIG1",-0.435947531889878,3.59239714128436e-06,1.16724183234002e-05
"NPAT",-0.424629282581795,3.59531925625045e-06,1.16788001739806e-05
"FMC1",0.61263978958963,3.60479784887086e-06,1.17064705848654e-05
"EIF5A",-0.428669581124304,3.63036662315161e-06,1.17863647144717e-05
"CPT1A",0.7922264804215,3.63464344696989e-06,1.17971081634744e-05
"PDAP1",-1.04447388465042,3.64297273584569e-06,1.18209956408557e-05
"CEP55",-0.602574623179335,3.65651428229821e-06,1.18617790355235e-05
"PARP9",0.477448740123021,3.66103023677956e-06,1.18732693845649e-05
"TUBB8P12",-1.98538981424805,3.66635930330473e-06,1.18873899645181e-05
"AKIP1",-0.493519024323034,3.69901406978009e-06,1.19900772466602e-05
"MYD88",0.92041280037249,3.71480881178979e-06,1.20380739565469e-05
"GCSH",0.573361487680193,3.73669673125019e-06,1.21057852380205e-05
"TP53RK",0.744165798319013,3.73998310434783e-06,1.21132130778704e-05
"DNASE1L1",0.313016451984815,3.74169800283922e-06,1.2115548566431e-05
"RDM1",-0.844257223371534,3.74580813224957e-06,1.21256364684691e-05
"SFR1",0.65556636941029,3.75666165817204e-06,1.21558383107411e-05
"OGFOD2",0.318250702016413,3.75713220858603e-06,1.21558383107411e-05
"GTF3A",-0.809344660829701,3.76467338292549e-06,1.21770053624953e-05
"DCUN1D4",1.79807747822477,3.77679284335831e-06,1.22129659292788e-05
"PARL",-0.315439430079331,3.79625331411361e-06,1.22726396585412e-05
"MRPS26",0.557821382474504,3.81238110857499e-06,1.23215106295434e-05
"CTTNBP2",0.415897552301797,3.81553762873934e-06,1.23284440052906e-05
"CDKL5",0.532557578820129,3.82305710207282e-06,1.23494671784233e-05
"TRPV1",-0.623974683325474,3.82720754808738e-06,1.23595992632406e-05
"PGF",3.12483495181749,3.84043994257418e-06,1.23990474946827e-05
"LRRK1",-0.279722025003691,3.85341965052972e-06,1.24358662582251e-05
"PTCH1",0.550303270682729,3.85388423620494e-06,1.24358662582251e-05
"LOC101927506",-0.490603773887105,3.87964297238384e-06,1.25156727907731e-05
"CHMP6",-0.37771125600477,3.88615849593563e-06,1.25333751915215e-05
"EEF1AKMT2",0.693574012185555,3.88761572225316e-06,1.25347588653764e-05
"NPIPA2",0.384659550736541,3.90706853833271e-06,1.25941492730868e-05
"CUL4A",-0.576552412485002,3.90915131150073e-06,1.25975320218095e-05
"CLK2",-0.503829924265157,3.91358350593403e-06,1.26084821672415e-05
"DHFR2",-0.320267939740654,3.93786805645886e-06,1.26832208411522e-05
"PRSS27",-0.627676006972309,3.93886261214027e-06,1.26832208411522e-05
"NBPF11",3.00359549961119,3.94366569435004e-06,1.26953336360764e-05
"NR6A1",-0.48333807065266,3.94895907526829e-06,1.27090179742861e-05
"2-Mar",0.452563569480643,3.96189782750387e-06,1.27472938546054e-05
"PLP2",0.411184814576142,3.96919453664383e-06,1.27664658121145e-05
"SFN",0.703687637403012,3.96995093870281e-06,1.27664658121145e-05
"TMEM185B",-1.36111342883716,3.97254048973012e-06,1.27714243434335e-05
"EPG5",0.320384817135317,3.98344933858427e-06,1.28031191370105e-05
"TBC1D17",-0.624235664117542,3.99540629569525e-06,1.28381650371167e-05
"RPS15A",0.334287240319768,4.00231875500214e-06,1.28569876000609e-05
"C8orf76",-0.270528493408767,4.01814057436899e-06,1.29044129984542e-05
"ATP8B2",-0.764606149262158,4.0235977695377e-06,1.29185357936355e-05
"TYW5",-0.643176485532309,4.03793935762455e-06,1.29611686963667e-05
"TIMM44",-0.459779056532196,4.06707575555836e-06,1.30512557346702e-05
"LMAN2",-0.321150152012861,4.07019589357061e-06,1.3057831089084e-05
"STK26",-1.25271942457832,4.09067415437539e-06,1.31200759315944e-05
"CAPNS1",0.310485807374485,4.10028202905683e-06,1.31441750167923e-05
"AMDHD1",0.47936859822818,4.10034431866633e-06,1.31441750167923e-05
"TUFM",-0.546678011184667,4.10476601138853e-06,1.31548902326071e-05
"COG1",-0.407489556537897,4.10899178564592e-06,1.31649721048119e-05
"RAB3IL1",-0.782842287641733,4.1117992786723e-06,1.31705057820005e-05
"SCYL2",-0.59970057217603,4.11617276819293e-06,1.3181051278445e-05
"DLL4",-1.31863971128808,4.11924128621289e-06,1.31874134769489e-05
"LSR",-2.4284582057089,4.15188191814723e-06,1.3285366273088e-05
