"Gene_Name","logFC","PValue","FDR"
"KCTD15",-2.52731281579622,0.000232753395928408,0.000520259745097767
"OSBPL8",-0.250480344043469,0.000234711671180289,0.00052454078521703
"YWHAH",-0.57807963834789,0.000235256520218132,0.000525662067078308
"LOC101060341",-0.539310115963371,0.000235927931840393,0.000527065680239368
"TMEM135",0.431669126152652,0.000236604015696848,0.000528479214979896
"DDX52",-0.692993001205511,0.000236781449770711,0.000528778650696965
"FAM210B",0.4201094445431,0.000237654121137163,0.000530630291352227
"FAM43A",-0.373051690224919,0.000237914810833829,0.000531115081280938
"3-Sep",0.255396664010219,0.000238317259486695,0.00053191609491071
"SLC35C2",0.369179120515564,0.000238612616314996,0.000532477833698721
"CTNNB1",0.190202542265869,0.000238948792769912,0.000533130441555271
"THTPA",0.369968250708691,0.000239209925288287,0.000533615406988017
"C2orf81",-0.558088450958415,0.000239832197967552,0.000534905657779442
"SPTSSA",0.885950071334267,0.000241598479594915,0.000538746490715495
"PWWP2B",0.445818665560614,0.000242926168654048,0.000541608069140728
"MYO15B",-0.278788277609778,0.0002431317095033,0.000541967209828988
"DNAJC8",-0.31475735956236,0.000243917794301585,0.000543620078671046
"FAM89A",0.499317562305821,0.000244231756275517,0.000544220314522908
"ELOVL7",-1.04272199778157,0.000244774871157624,0.000545330857873281
"GTSF1",-0.370365346123013,0.000245926604635293,0.000547796681364672
"UBTD2",0.403919203223198,0.000246196509226259,0.000548297706243573
"NGEF",-0.559237852631923,0.000246934988826948,0.000549841908454671
"GPAT2",1.23495760880956,0.00024759569164338,0.000551212395329518
"HMBS",0.353135772789065,0.000247816025015327,0.000551602183852813
"SLC43A1",0.420554969282996,0.000248449651399966,0.000552911591861442
"IQCE",-0.202154967296296,0.000248566982249541,0.000553071743129066
"KDM5B",0.468726352843257,0.000249257611397584,0.000554507215428458
"ZSWIM1",-0.200372614285177,0.000249330361563441,0.00055456785948183
"RAB27B",-0.40092765448665,0.00025047820928736,0.000557019308541081
"C16orf72",-0.235702775479007,0.000252078865038988,0.000560476644845943
"TFPT",-0.401070804744153,0.000252178369959829,0.000560595643358913
"HSPA5",0.517576825215647,0.000252258181809604,0.000560670828521582
"CHAF1A",-0.349295905982236,0.000253080245699938,0.000562395420220186
"BFSP1",0.220582367623671,0.00025330427960758,0.000562790682102426
"ZC3H14",-0.397482855909302,0.000253996991493646,0.000564226917510758
"TRAPPC12",-0.508779193800427,0.000254616684467777,0.000565500455519525
"FBXO30",1.28918866732356,0.000255231100955417,0.000566761812704462
"GALNT3",0.320528756865321,0.000255306686921268,0.000566826410536729
"ZNF143",0.328022033826005,0.000255491752431971,0.000567134004715616
"ZNF697",-0.371690517775278,0.000255640141777221,0.000567318096122051
"MRPS12",-0.510067180878127,0.000255667756549467,0.000567318096122051
"NXT2",1.16653136008336,0.000255928673480066,0.00056779371399372
"XKR9",0.794104349492568,0.00025643128910752,0.000568805284845301
"TRAPPC6A",-0.40347567620716,0.000256840575157099,0.000569609505501217
"SHQ1",0.699912489219926,0.00025706254461614,0.000569998086834369
"MED21",0.262940564047744,0.000257558278047046,0.000570993447476184
"GTF2A1",0.236451122751711,0.000257846946632997,0.00057143551572859
"CNTD1",-0.300452416220242,0.000257851429088916,0.00057143551572859
"ULBP2",1.88916258630554,0.000258308961709212,0.000572345429334242
"ZMYND19",-0.249435515827924,0.000258691043670323,0.000573087863598929
"ABCD1",0.35860308876989,0.000258888690244691,0.000573421515765449
"TMEM201",-0.581319150163865,0.000260214016378513,0.000576252329458756
"ZNF862",-0.285002902031197,0.000260447309590599,0.000576664211990373
"MAPK11",0.368485304935816,0.000261351545899981,0.000578561230446098
"GGT7",0.372153312997367,0.000262058516177803,0.00058002094602825
"HMGA2",0.212818022312667,0.000263547702097524,0.000583211115678147
"ASNA1",0.329824729412105,0.000264105348966181,0.000584339076088333
"ZNF316",0.229698189430039,0.000264213670803538,0.000584472665716917
"DBNDD2",0.470349682488015,0.000265178285686491,0.000586500087228594
"DDX21",-0.322150380921659,0.000265345683580289,0.000586708359671758
"GUK1",0.230492935180902,0.000265368706031505,0.000586708359671758
"FAH",-0.287768877617931,0.000265551797253215,0.0005870067017795
"SLC30A5",-0.214274692246853,0.000266252747410577,0.000588449464046834
"NAIF1",0.404629557487971,0.000267258212261005,0.000590564594104388
"PMF1",0.32062367057025,0.000268669026334435,0.000593574501638836
"ARNTL",-0.296656194353393,0.000269434918103464,0.000595158740097721
"BARD1",0.676102645002381,0.000270215130924168,0.000596774032807343
"HBA2",-0.367650986905188,0.000270313557863256,0.000596883279099974
"CNTNAP3B",0.50958407334426,0.000270544595120773,0.000597285251560547
"LOC150051",-0.594299508439977,0.000270659592829557,0.000597430942637178
"DLG5",1.74939371998945,0.000271192940966915,0.000598499844918113
"TOX2",1.22550905237437,0.000271361673804365,0.000598763830832401
"LRP5L",-0.828886924293387,0.000272207095840806,0.000600520576437798
"CNPY3",-0.187713620070813,0.000272622824630983,0.000601328904482778
"RIOK1",2.32225989328036,0.000273512966617271,0.000603183172219818
"CAMSAP3",-0.843684745053888,0.000274967626343056,0.000606281485394862
"ZNF18",0.207715894517812,0.000275135103431027,0.000606541057129773
"USF1",0.291486278959963,0.000275496312031624,0.000607227542935731
"HOXC6",0.194033221144335,0.000275565678027434,0.000607270640063711
"RAB37",-0.445143818259152,0.00027578480372128,0.000607643690975262
"NT5DC1",0.775588527092628,0.000275998075785075,0.000608003711943594
"SLC12A4",-1.74587841421923,0.000276417219668622,0.000608817041550165
"WTIP",-0.423095638595489,0.000278165786632637,0.000612557641769957
"OR51B4",0.285661681488207,0.000278445462667396,0.000613041110257154
"NMNAT3",0.199965612020964,0.000278485905061449,0.000613041110257154
"HIST1H1C",0.280059097932258,0.000279491036172796,0.000615142665098854
"CASP10",0.208218540070541,0.000280816822926788,0.000617949077310554
"TSTD2",-0.324212794709964,0.000282268807307009,0.000621032129557797
"BCAR3",0.321042156845,0.000282394228184629,0.000621131719586426
"GNAL",-0.387912178137046,0.00028241597257547,0.000621131719586426
"ETFDH",0.568161954180673,0.000282932880979487,0.000622156340552114
"ZNF430",0.414596298294366,0.000283349963924443,0.000622961119964453
"CHRM3",-1.38931238929541,0.000283748589286196,0.000623725036420486
"TRIM8",0.446516582823005,0.000283840572821131,0.000623814750903625
"SAMD14",0.179630472074825,0.000284016986202188,0.000623995540068872
"AUH",0.263418879592282,0.00028402520316973,0.000623995540068872
"MDP1",-0.227720463862282,0.000284314757368159,0.00062451913640995
"SLC35A2",-0.290367008684482,0.000285228234830757,0.000626412792437714
"POLR3H",0.21567218232314,0.000285766881952946,0.000627482719360296
"RPS6KA2",-0.452798839355199,0.000285964135170473,0.000627802768208758
"RPL18",-0.634857039986002,0.000286037531135122,0.000627850835806315
"LOC102724200",0.199753132255902,0.000286381944649656,0.000628493661066418
"CROCC",-1.32698485500468,0.000286701446582787,0.000629081593824831
"ERCC6L",0.283965589946355,0.000286757808658755,0.000629092036235177
"CACNB3",-0.295783121679042,0.000288104919040053,0.000631933621449674
"MELK",-0.38022564107338,0.000289838164352505,0.000635620986080481
"ARNTL2",0.205683825780697,0.000290690143507843,0.000637374737320884
"CHDH",-0.553086278552947,0.000290853031671572,0.000637617210772907
"MMACHC",0.318715827471585,0.000291195214693246,0.000638252582223185
"ITPRIPL2",0.318256275629938,0.000291483752032586,0.00063877016376582
"RCBTB2",-0.57014206535541,0.00029180475298784,0.000639358688654702
"CAMKK1",0.561457916868233,0.0002920211065151,0.000639717755530204
"G2E3",1.652281516999,0.000295532297131478,0.000647293250867741
"DOCK7",0.278472459660681,0.00029725299848865,0.000650945087942363
"TRIM4",0.630685805897038,0.000298126689387127,0.000652650825795284
"CNTD2",0.405191935995747,0.000298138991785246,0.000652650825795284
"ALDH9A1",0.337872419330424,0.00029870992134214,0.000653783240768767
"SIX1",0.244889493780634,0.00029915691604775,0.00065464404299733
"PLLP",0.581940809181047,0.000300040092492182,0.00065645885993758
"MANBAL",-0.205184498093197,0.000300542689818412,0.000657440504499599
"BTG2",-0.26556572341229,0.0003009733104564,0.000658264375273408
"GPD1",0.274374066652246,0.000303240255398028,0.000663103489427329
"TRAPPC2",-0.296669266033503,0.000303670545575897,0.000663925326598953
"TSPAN6",0.244681938762749,0.000303832120655236,0.000664159473356281
"NCL",-0.310576230365538,0.000304417585739097,0.00066531996911892
"TYW1B",-0.24442083743018,0.000304829678078907,0.000666101201910728
"C17orf53",-0.291142604204741,0.000305768377272237,0.000668032667979542
"ANXA11",-1.02488583987586,0.000307355532017256,0.000671379912349466
"HLA-C",-0.313920541202311,0.000307432963647062,0.000671428745937179
"LHX6",0.318916862957591,0.000308470350956277,0.000673573714581403
"MAGEA2",0.240803697128446,0.000308641377438983,0.000673826474276261
"ANKRD13B",0.194314352135789,0.00030883272175349,0.000674123493446159
"TXNDC15",0.262185773934577,0.000310191624664089,0.000676968509896152
"AMMECR1L",0.272064394003086,0.000311916224532384,0.000680610469531823
"PLEKHD1",-0.513606440615988,0.000312666063107012,0.00068212454819928
"ZNF302",-0.38242158076697,0.000313313316230308,0.000683414320659095
"CEBPD",-0.325996722706881,0.000316032333459976,0.000689221856388295
"PSMF1",-0.277738685208602,0.000317944772841716,0.000693268596979675
"SMIM15",0.546201972152819,0.00031868965250265,0.000694768518179507
"ITFG2",-0.328839989028901,0.000319052080028914,0.00069543427635124
"CDIP1",-1.33290902549483,0.000319656358890896,0.000696626862931519
"ISG20",0.235496073901825,0.00031980624469254,0.000696828941742046
"VDAC1",-0.245864525366519,0.000320166039020421,0.000697488238330584
"MAPK14",-0.633885136649797,0.000320402581294799,0.000697878840193835
"NKRF",-0.539608856327383,0.000321297191668196,0.000699702405078059
"INIP",-0.265875771160976,0.00032267934054585,0.000702586862045805
"NUAK2",0.299117879919508,0.000322814245487803,0.00070275508334675
"SETD6",-0.224774339179613,0.000324446900157823,0.000706183210109627
"RANGRF",-0.413082455951695,0.000324802378792321,0.000706830738996285
"NACC1",0.296801605740255,0.00032639230618136,0.000710163948716216
"NEDD4L",-0.412007981297279,0.000326870902372385,0.000711078367384324
"IRAK4",-0.457377677240536,0.000327392245051111,0.000712085434329722
"ATN1",0.178171440590745,0.000327706659947068,0.000712642149735054
"NCAM1",1.73196039647009,0.000329040895866942,0.000715416008830727
"PRSS33",0.327089302200325,0.000329219699763426,0.000715677132634794
"VPS4B",0.514094228888491,0.000330079838636543,0.000717419025284024
"SNX13",-0.422597659119633,0.000330296587631506,0.000717762156829892
"JAGN1",2.07911803592026,0.000330465512442905,0.000718001258633303
"MDFI",-0.384097748069235,0.000330613410528865,0.000718194598673805
"AP2A1",-0.58399025013202,0.000331428129874863,0.000719836153804464
"KRCC1",-0.281054992015237,0.000332112601314508,0.000721194286181896
"SRD5A1",0.825111040899985,0.00033326506719589,0.000723568020335726
"RSF1",0.273043580115815,0.000333495839568534,0.000723940131798433
"FRA10AC1",-0.362862918279482,0.000334635536473756,0.000726284818435385
"CEP350",-0.666140631011351,0.000335966552963474,0.000729043831822304
"SOCS3",-0.295395467862514,0.000336828613702122,0.000730784415312791
"ZNF250",0.306972137795851,0.000337088964404244,0.000731219139688994
"PLEKHO2",0.264986888278582,0.000338657455132524,0.000734490844248462
"TFDP1",0.323252058496501,0.000339384199920959,0.000735936104809038
"PRIMPOL",-0.801715079274743,0.000340142358461712,0.00073744895820856
"FBXO17",-0.221967683639506,0.000340374190333102,0.000737820368839056
"TINAGL1",-0.443019104782257,0.000340548112056378,0.000738066139391877
"RGMB",-0.242869432679476,0.000340931681426743,0.000738766108829262
"ARHGAP44",1.07837744694523,0.000341499817535736,0.000739865696743941
"KIAA1147",1.03558143461354,0.000341836080940762,0.00074046262664336
"TERF2IP",-0.693885519485024,0.000342817895732905,0.000742457446594395
"KLK8",0.192465277082164,0.000343806729436417,0.00074446675640486
"ZDHHC21",0.817905262462136,0.000344341404490518,0.000745492108354448
"NDUFAF3",0.505838227882805,0.000345541718555121,0.000747957935174978
"DCAF5",-0.691808389325993,0.000345790320102484,0.000748363179898701
"ATP5F1C",0.22182913261313,0.000345955198150373,0.000748587117616471
"IMP3",-0.393914716764228,0.000348253751945762,0.000753427061219306
"TROVE2",0.455609121661842,0.000348867804674754,0.000754621612276425
"PEA15",0.178171980697009,0.00034902607309522,0.000754830026096119
"FGD6",-0.416864586924825,0.00034913657797787,0.000754935087287728
"PKP2",-1.16712357807845,0.000349302809600961,0.000755160587310748
"IPO9",-0.632170331166784,0.000349416547633663,0.000755272541170565
"USP35",0.531725634623804,0.000350501511660973,0.000757376236714264
"KRT19",0.215425489185537,0.000350514045405781,0.000757376236714264
"ZHX1",-0.303187401097321,0.000351103865451713,0.000758516254425275
"MOSPD2",1.57923110175941,0.00035140561649961,0.000759033641167035
"PIK3C3",-0.545522893498247,0.000351582344051003,0.000759280842573212
"TBC1D1",0.303691255358485,0.00035325889517579,0.000762766417125055
"LRRFIP2",0.185916931280269,0.000353768703036628,0.00076366581176812
"NUP62",0.377510675113639,0.000353800714040386,0.00076366581176812
"TBCCD1",0.689525774852967,0.000354467829367888,0.000764970314714802
"DPYSL2",1.57336892863329,0.000354681370830672,0.000765295679964022
"PRKCH",0.313402631738748,0.00035517817371692,0.000766232014826221
"SEC11C",-0.614093251437273,0.000356488752112152,0.000768923279723858
"CTSB",0.272651724425917,0.000357371162585142,0.000770690225203513
"WDR45",0.34784408615868,0.000359035516795375,0.000774142551335766
"C6orf120",-1.09705724544925,0.000359103881094709,0.000774153035265358
"ZKSCAN4",-0.609122566844582,0.000359714217915233,0.000775331688579315
"ZFYVE26",0.350156701251133,0.000359893722729133,0.000775581469646608
"YIPF1",1.62704799643022,0.000360219537676523,0.000776146409299132
"TMEM223",0.234008512237061,0.000362884550279577,0.000781750406866641
"SAV1",0.407316125996837,0.000365091624240621,0.000786366076169155
"ATP9A",-0.210243905771137,0.000366082451289822,0.000788360919214665
"ZNF45",0.222851429497002,0.000366541911813611,0.000789210958481056
"HIBADH",-0.397228036203772,0.000367652682646459,0.000791462803133143
"EPPK1",-0.237092610360304,0.000368590132051935,0.00079334080152633
"GPRC5A",0.197782937922417,0.000369588617919893,0.00079534948650687
"ZDHHC12",0.427450253513275,0.000369822145202297,0.000795631102822849
"ABCD3",0.522360960681713,0.000369850008998202,0.000795631102822849
"CCND1",0.297829258598503,0.000371938869187283,0.000799983548740679
"ANKEF1",-0.237773087145017,0.000372249320434669,0.000800510048583358
"WIPI2",0.316290578455005,0.000372838663065739,0.000801636003780322
"CATSPER1",-0.471535260718628,0.000372946890258646,0.000801727303675393
"CCDC84",0.45261948161524,0.000373259098850554,0.000802256994726216
"IL18",-0.37488884005357,0.000374479042455336,0.000804737177255949
"SPCS3",0.264322249287179,0.000374708760371947,0.000805068696946087
"ZNF101",-0.280245147690342,0.000374765388825285,0.000805068696946087
"ZCCHC7",0.274993447036803,0.000376241606375024,0.000808097502346356
"SLC1A1",0.305386194104017,0.000376349359986955,0.000808186550572656
"RIBC2",0.519551220505599,0.000378960667867771,0.000813650845716096
"CSRNP1",0.444296635650645,0.000379973208794308,0.000815681174222823
"TACC1",-0.378142658613059,0.000380609441867404,0.000816903117219282
"NAPG",0.575291080174581,0.000382393440387432,0.000820587648611721
"ETV5",-0.327611614866204,0.00038246251444035,0.000820591431457639
"RUNDC3B",-0.246016287239721,0.000382828299481241,0.00082123170842439
"NSMAF",-0.610637191538465,0.000383057304640962,0.000821578395650592
"FZD9",-0.248795466382415,0.000385133720613316,0.000825766574111839
"CRY2",-1.00831561481343,0.000385145495890404,0.000825766574111839
"ERCC2",0.384662167485221,0.000385657185908543,0.000826718261545815
"THAP5",-0.471946015500752,0.000386320529176084,0.000827994650349093
"RPS26",-0.390203969758055,0.000386789084027352,0.000828853176898831
"EIF2AK2",0.378710998524346,0.000386882964206541,0.000828908649673452
"LTBR",-1.17103289477881,0.000387174408671346,0.000829387316132908
"STX6",-0.445164654591545,0.00038799942899264,0.000831008615398679
"INO80C",0.224726508079775,0.000388589287290351,0.00083212576872592
"NKIRAS2",1.21903922482118,0.000390092370229627,0.000835197767030098
"ASB9",-0.596553097822376,0.000390776134753852,0.000836514812780371
"METTL13",-0.28448792620059,0.000391487035557782,0.000837889475155358
"RASSF1",-0.343118370708147,0.00039183876577075,0.000838495066440444
"MBOAT7",-0.402086590787173,0.000391940543370077,0.000838565665887085
"ERVMER34-1",0.432691084422446,0.000393918982094406,0.000842650694983839
"LOC102724219",1.73856817780401,0.000395277587128991,0.000845408607840268
"TMEM121",-0.291870746131636,0.000395536099450684,0.00084581311847102
"NEIL1",-0.566181518237376,0.000395943472536177,0.000846535754768244
"PRKCE",-0.362810516117933,0.000396272351289877,0.000847090344480955
"IER5",-1.03684837842912,0.00039649445146442,0.000847416524860229
"NPIPB5",-1.27978220369487,0.000398203614959818,0.000850920292721322
"HEATR5B",-1.6663795681732,0.000399501099079429,0.000853543270045095
"WDFY1",0.406569284692968,0.000400315317561784,0.000855133000945455
"TMEM191B",0.272706332919681,0.00040096577482281,0.000856372417810945
"ZNF740",-0.447260679285069,0.000402692089253292,0.000859908786142387
